Time,hp,X,Y,Z,IT,ET,VOLT Bat,lat,long,alt,RH,IT C,EXT C
2509,445.73,10.33,-0.21,0.96,0.65,0.32,10,33.086018,-111.99371,6571.5,3.94,15,-18
2511,444.77,9.98,-1.49,0,0.33,0.31,10,33.08604,-111.99345,6584.6001,3.98,-17,-19
2514,443.95,10.58,-0.57,1.75,0.65,0.32,10,33.086018,-111.99313,6603.1001,4,15,-18
2516,442.98,10.19,-0.2,0.71,0.65,0.32,10,33.086002,-111.99293,6615.2002,4.01,15,-18
2519,442.16,10.62,-0.33,2.87,0.65,0.32,10,33.086124,-111.99262,6632.7998,4.02,15,-18
2521,441.15,10.19,0.39,1.06,0.65,0.31,10,33.086224,-111.99238,6646.7998,4.05,15,-19
2524,440.11,10.45,1.49,0.16,0.65,0.31,10,33.086273,-111.99195,6668.8999,4.04,15,-19
2526,439.04,9.62,-0.64,2.04,0.64,0.31,10,33.086281,-111.99171,6684.5,4.05,14,-19
2529,438.15,10.28,0.37,3.14,0.64,0.31,10,33.086365,-111.99146,6704.6001,4.08,14,-19
2531,437.01,10.59,-1.09,0.31,0.64,0.31,10,33.08646,-111.99127,6712.2998,4.11,14,-19
2534,436.05,10.29,-0.92,0.94,0.64,0.31,10,33.08659,-111.99088,6734.3999,4.14,14,-19
2536,435.11,9.95,-0.21,1.92,0.64,0.31,10,33.086643,-111.99057,6747.7002,4.11,14,-19
2539,434.22,10.41,-1.02,0.26,0.64,0.31,10,33.086658,-111.99014,6767.2002,4.13,14,-19
2541,433.19,10.47,-1.85,1.46,0.41,0.3,10,33.086628,-111.98989,6780.3999,4.13,-9,-20
2544,432.19,10.26,0.02,1.09,0.64,0.31,10,33.086624,-111.98956,6802.1001,4.11,14,-19
2546,431.12,9.99,-0.65,0,0.64,0.31,10,33.086674,-111.98929,6815.7998,4.08,14,-19
2549,430.27,10.35,-0.33,0.97,0.64,0.31,10,33.086735,-111.98877,6831.7998,4.1,14,-19
2551,429.55,10.94,-1.19,0.44,0.64,0.31,10,33.086761,-111.98846,6842.2002,4.1,14,-19
2554,428.71,10.69,-1.02,1.26,0.64,0.3,10,33.086807,-111.9882,6842.2002,4.07,14,-20
2556,427.52,10,-0.23,1.89,0.64,0.31,10,33.086838,-111.98782,6877.2002,4.05,14,-19
2559,426.62,10.64,-0.27,-1.01,0.64,0.3,11,33.086781,-111.98748,6898.6001,4.07,14,-20
2561,425.57,10.06,-1.4,1.91,0.64,0.3,10,33.086784,-111.98731,6912.3999,4.08,14,-20
2564,424.73,9.86,-0.35,0.61,0.64,0.3,10,33.086826,-111.98714,6912.3999,4.16,14,-20
2566,423.93,10.39,0.4,2.15,0.64,0.3,10,33.086929,-111.98679,6941.7998,4.17,14,-20
2569,422.97,10.12,-0.26,4.6,0.63,0.3,10,33.086971,-111.98649,6941.7998,4.21,13,-20
2571,421.93,10.13,-0.11,2.04,0.31,0.29,9,33.08699,-111.98611,6976.7998,4.24,-19,-21
2574,420.99,9.92,-0.69,2.21,0.63,0.29,10,33.087048,-111.98595,6976.7998,4.27,13,-21
2576,420.11,10.65,1,0.8,0.63,0.29,10,33.087112,-111.9857,7010.2002,4.28,13,-21
2579,419.32,11.05,-1.7,0.34,0.63,0.29,10,33.087086,-111.98552,7010.2002,4.33,13,-21
2581,418.33,10.02,-0.42,1.67,0.63,0.29,9,33.087063,-111.98525,7041.7002,4.28,13,-21
2584,417.21,9.7,-0.18,1.56,0.63,0.29,9,33.087124,-111.98505,7041.7002,4.35,13,-21
2586,416.28,10.18,0.24,0.68,0.63,0.29,9,33.087193,-111.9848,7077.7998,4.35,13,-21
2589,415.24,9.66,0.01,1.27,0.63,0.29,9,33.087215,-111.98466,7077.7998,4.38,13,-21
2591,414.35,10.36,-0.14,0.52,0.63,0.29,9,33.08725,-111.98442,7110.8999,4.38,13,-21
2594,413.57,10.64,-0.29,-0.31,0.63,0.29,9,33.087223,-111.98425,7110.8999,4.42,13,-21
2596,412.64,10.45,-0.53,0.43,0.63,0.28,9,33.087158,-111.98392,7142,4.4,13,-22
2599,411.8,10.49,0.35,0.32,0.63,0.28,9,33.087181,-111.98367,7155.3999,4.4,13,-22
2601,410.76,9.69,-0.33,0.76,0.59,0.27,9,33.087276,-111.98336,7174.3999,4.43,9,-23
2604,409.78,9.41,-1.14,1.81,0.63,0.28,9,33.087368,-111.98318,7191.3999,4.43,13,-22
2606,409.12,11.04,0,0.63,0.63,0.27,9,33.087418,-111.98306,7201.7002,4.4,13,-23
2609,408.31,10.19,0.74,1.94,0.63,0.27,9,33.087437,-111.98286,7219.6001,4.43,13,-23
2611,407.6,10.65,-0.45,0.87,0.63,0.27,9,33.087418,-111.98268,7232.1001,4.46,13,-23
2613,406.61,10.38,0.75,2.43,0.63,0.27,9,33.087421,-111.98234,7252.2998,4.49,13,-23
2616,405.53,9.94,-0.39,0.52,0.63,0.27,9,33.087456,-111.98212,7266.7998,4.49,13,-23
2618,404.63,9.66,-1.48,1.07,0.63,0.27,9,33.087543,-111.9819,7287.7002,4.52,13,-23
2621,403.65,9.84,-0.06,-0.48,0.63,0.27,9,33.087597,-111.98177,7299.6001,4.53,13,-23
2623,403.1,10.64,-0.33,0.37,0.63,0.27,9,33.087593,-111.98167,7309.1001,4.58,13,-23
2626,402.31,10.83,-1.35,-0.12,0.63,0.27,9,33.087532,-111.98142,7324.5,4.61,13,-23
2628,401.51,10.78,0.08,0.16,0.63,0.27,9,33.087521,-111.98123,7338.1001,4.62,13,-23
2631,400.47,9.77,0.1,0.52,0.44,0.26,8,33.087543,-111.98106,7352.7998,4.67,-6,-24
2633,399.5,9.77,0.48,0.56,0.63,0.27,9,33.087585,-111.98076,7373.2002,4.69,13,-23
2635,398.96,10.49,-0.2,1.33,0.62,0.27,9,33.087635,-111.98051,7384.1001,4.72,12,-23
2638,398.22,11.14,-1.32,0.59,0.62,0.27,9,33.087757,-111.98027,7401.8999,4.74,12,-23
2640,397.3,10.25,-0.76,2.61,0.62,0.27,9,33.087799,-111.98018,7414.8999,4.75,12,-23
2643,396.45,10.43,0.35,0.68,0.62,0.27,9,33.087811,-111.98003,7428,4.77,12,-23
2645,395.37,10.31,-1.04,1.46,0.62,0.26,9,33.087883,-111.97974,7450.2998,4.79,12,-24
2648,394.45,10.23,-0.35,0.54,0.62,0.26,8,33.08794,-111.9796,7466.1001,4.82,12,-24
2650,393.33,9.36,0.89,0.56,0.62,0.26,9,33.087963,-111.97946,7488.8999,4.83,12,-24
2652,392.6,10.25,0.05,1.69,0.62,0.26,8,33.087952,-111.97938,7500.8999,4.85,12,-24
2655,392.06,10.57,1.25,-0.36,0.62,0.26,8,33.087883,-111.97923,7516.1001,4.87,12,-24
2657,391.3,10.77,-0.06,0.06,0.62,0.26,8,33.08783,-111.9791,7527.2998,4.89,12,-24
2659,390.41,10.38,-1.24,2.08,0.57,0.25,8,33.087803,-111.97892,7539.3999,4.93,7,-25
2662,389.57,10.04,0.29,1.42,0.62,0.26,8,33.08783,-111.97864,7560.2002,4.96,12,-24
2664,388.63,9.65,-0.69,1.72,0.62,0.25,8,33.087883,-111.97849,7574,4.99,12,-25
2667,387.86,10.29,-0.49,-0.49,0.62,0.25,8,33.08794,-111.97837,7586.7002,4.99,12,-25
2669,387.04,10.51,0.29,1.93,0.62,0.25,8,33.087982,-111.97823,7603.5,4.96,12,-25
2672,386.21,10.47,-1.42,1.36,0.62,0.25,8,33.087967,-111.97813,7616.5,4.96,12,-25
2674,385.34,9.8,0.09,0.9,0.61,0.25,8,33.087936,-111.97791,7638.2998,4.96,11,-25
2676,384.47,9.58,-1.64,1,0.61,0.25,8,33.087929,-111.9777,7651.7002,4.95,11,-25
2679,383.8,10.32,-1.1,1.5,0.61,0.24,8,33.087948,-111.97733,7668.2998,4.92,11,-26
2681,383.04,10.74,-0.61,0.31,0.61,0.24,8,33.087994,-111.9771,7680,4.89,11,-26
2684,382.08,9.73,0.3,1.12,0.61,0.24,8,33.088078,-111.97681,7699.5,4.89,11,-26
2686,381.35,10.3,-0.71,0.57,0.61,0.24,8,33.088139,-111.97663,7710.7002,4.87,11,-26
2689,380.55,10.49,-0.15,2.1,0.61,0.24,8,33.088238,-111.97646,7729.2998,4.83,11,-26
2691,379.66,10.02,-0.38,1.13,0.43,0.24,8,33.088253,-111.97633,7743.7002,4.79,-7,-26
2694,378.77,9.97,0.23,2.09,0.61,0.24,8,33.088245,-111.97601,7765,4.75,11,-26
2696,377.79,10.88,-0.15,1.67,0.61,0.23,8,33.088268,-111.97574,7778.1001,4.67,11,-27
2699,376.91,10.33,-0.11,0.99,0.61,0.23,8,33.088364,-111.97535,7800,4.6,11,-27
2701,375.85,10.22,-0.63,0.77,0.61,0.23,8,33.088394,-111.97513,7816.3999,4.49,11,-27
2704,374.82,8.36,-0.33,0.95,0.61,0.23,8,33.088436,-111.97475,7838.6001,4.42,11,-27
2706,374.13,10.2,-1.22,1.41,0.61,0.23,7,33.088497,-111.97441,7847.7002,4.32,11,-27
2709,373.6,10.91,-0.97,1.59,0.61,0.23,7,33.088577,-111.97409,7847.7002,4.24,11,-27
2711,372.8,10.33,-0.9,1.9,0.61,0.23,7,33.088722,-111.97372,7874.2002,4.2,11,-27
2714,372.07,9.53,-0.12,1.7,0.61,0.22,7,33.088821,-111.97353,7874.2002,4.13,11,-28
2716,371.16,10.14,0.01,0.72,0.6,0.23,7,33.088909,-111.97323,7905.5,4.16,10,-27
2719,370.55,10.47,-1.67,0.11,0.6,0.23,7,33.088921,-111.97303,7905.5,4.08,10,-27
2721,369.68,10.45,-0.12,1.55,0.53,0.22,7,33.088943,-111.97267,7933.5,4.02,3,-28
2724,368.89,10.49,-1.37,1.61,0.6,0.22,7,33.089005,-111.97236,7933.5,4,10,-28
2726,367.92,9.62,0.4,0.54,0.6,0.22,7,33.089149,-111.97195,7968.6001,3.96,10,-28
2729,367.02,9.52,0.82,2.74,0.6,0.22,7,33.08926,-111.97171,7968.6001,3.96,10,-28
2731,366.23,9.99,-1.8,1.16,0.6,0.22,7,33.089447,-111.9714,8000.8999,3.96,10,-28
2734,365.43,10.42,-2.09,1.35,0.6,0.22,7,33.089527,-111.97121,8000.8999,3.94,10,-28
2736,364.59,10.42,-0.88,1.05,0.6,0.22,7,33.089558,-111.97089,8032.1001,3.92,10,-28
2739,363.9,10.64,-1.1,0.85,0.6,0.21,7,33.089588,-111.97063,8032.1001,3.91,10,-29
2741,362.86,9.52,0.56,1.08,0.6,0.21,7,33.089725,-111.97018,8067.7002,3.89,10,-29
2744,362.1,10.36,-0.86,2.61,0.6,0.21,7,33.089851,-111.96992,8067.7002,3.88,10,-29
2746,361.08,10.36,-0.86,1.72,0.6,0.21,7,33.090027,-111.96963,8101.5,3.88,10,-29
2749,360.15,10.41,0.23,-0.77,0.6,0.21,7,33.090111,-111.96939,8101.5,3.85,10,-29
2751,359.05,9.89,-0.58,1.78,0.54,0.21,6,33.090218,-111.96894,8141.3999,3.85,4,-29
2754,358.12,9.65,0.16,1.82,0.6,0.21,7,33.090271,-111.96864,8141.3999,3.85,10,-29
2756,357.32,9.35,2.46,2.31,0.6,0.21,6,33.090294,-111.96824,8174.6001,3.84,10,-29
2759,356.8,11.14,-1.03,1.23,0.59,0.21,6,33.090298,-111.968,8184.7002,3.82,9,-29
2761,355.89,10.3,0.23,3.15,0.59,0.21,6,33.090363,-111.96767,8204,3.82,9,-29
2764,355.05,10.35,0.19,2.05,0.59,0.21,6,33.09045,-111.96741,8218.2002,3.84,9,-29
2766,354.1,9.9,-0.21,1.62,0.59,0.21,6,33.090607,-111.96691,8240.9004,3.85,9,-29
2769,353.11,9.56,-0.93,2.11,0.59,0.2,6,33.090725,-111.96661,8255.5,3.84,9,-30
2771,352.42,10.04,-0.46,-0.22,0.59,0.2,6,33.090977,-111.96623,8274.9004,3.86,9,-30
2773,351.62,10.43,-0.31,0.87,0.59,0.2,6,33.091141,-111.966,8287.5,3.86,9,-30
2776,350.89,10.32,-0.24,4.06,0.59,0.2,6,33.091286,-111.9657,8307.7002,3.89,9,-30
2778,349.96,10.28,0.66,0.32,0.59,0.2,6,33.091381,-111.96543,8323.7998,3.89,9,-30
2781,349.01,10.21,1.16,-0.07,0.31,0.18,6,33.091522,-111.96512,8339.5996,3.86,-19,-32
2783,348.12,9.11,-0.01,0.97,0.59,0.19,6,33.09174,-111.96471,8363.2002,3.88,9,-31
2785,347.23,10.66,-0.09,3.07,0.59,0.19,6,33.091866,-111.96454,8376.9004,3.89,9,-31
2788,346.47,10.53,1.34,0.62,0.59,0.19,6,33.092018,-111.96432,8376.9004,3.92,9,-31
2790,345.38,10.35,-1.07,1.47,0.59,0.19,6,33.092285,-111.96383,8414.0996,3.96,9,-31
2793,344.71,9.83,-2.27,2.13,0.59,0.19,6,33.092392,-111.96349,8430.2998,3.96,9,-31
2795,343.7,10.56,-1.75,0.65,0.59,0.19,6,33.092445,-111.96305,8452.4004,3.97,9,-31
2797,342.81,9.05,-0.69,0.25,0.58,0.18,6,33.09251,-111.96272,8468.0996,3.96,8,-32
2800,342.1,10.2,-1.44,2.42,0.58,0.18,6,33.092606,-111.96233,8468.0996,3.97,8,-32
2802,341.4,11.02,-0.93,-0.11,0.58,0.18,5,33.092724,-111.9617,8498.5,3.96,8,-32
2805,340.53,10.37,-1.54,2.83,0.58,0.18,5,33.092831,-111.96136,8513.7002,3.97,8,-32
2807,339.51,10.45,0.94,1.72,0.58,0.18,5,33.093029,-111.96091,8538.2998,3.97,8,-32
2810,338.55,10.47,-0.39,0.84,0.21,0.17,5,33.093102,-111.96059,8554.7998,4,-29,-33
2812,337.54,10.4,0.1,1.13,0.58,0.18,5,33.093212,-111.96002,8580.2002,4,8,-32
2814,336.62,10.04,-0.53,-0.15,0.58,0.17,5,33.093349,-111.95966,8596.9004,4,8,-33
2817,335.68,10.57,0.46,0.47,0.58,0.17,5,33.093494,-111.95937,8596.9004,3.98,8,-33
2819,334.75,10.6,0.16,0.34,0.58,0.17,5,33.093609,-111.95897,8633.7002,4.02,8,-33
2822,333.98,10.11,-0.01,2.81,0.58,0.17,5,33.093624,-111.95864,8648.5996,4.01,8,-33
2824,333.13,10.25,-0.3,1.13,0.58,0.17,5,33.093704,-111.95804,8671.5996,4.05,8,-33
2826,332.13,10.32,-0.26,0.54,0.58,0.16,5,33.093803,-111.95763,8687.9004,4.05,8,-34
2829,331.21,9.79,0.22,0.15,0.58,0.16,5,33.093918,-111.95711,8713.5,4.05,8,-34
2831,330.27,9.28,0.26,0.45,0.58,0.16,5,33.093975,-111.95681,8728.2998,4.1,8,-34
2834,329.66,10.83,-0.83,2.27,0.57,0.17,5,33.094048,-111.95642,8745.5996,4.13,7,-33
2836,328.73,10.39,-1,1.77,0.57,0.17,5,33.094051,-111.95612,8758.9004,4.13,7,-33
2839,328.04,10.68,-1.06,0.66,0.57,0.17,5,33.094051,-111.95553,8781.2002,4.13,7,-33
2841,327.01,10.1,0.76,2.06,0.46,0.15,5,33.094086,-111.95512,8797.5,4.14,-4,-35
2844,326.02,9.57,-0.13,0.82,0.57,0.16,5,33.094173,-111.95458,8822.7002,4.16,7,-34
2846,325.05,8.85,0.4,0.53,0.57,0.16,5,33.094242,-111.95426,8838,4.17,7,-34
2849,324.53,10.17,-1.43,2.17,0.57,0.16,4,33.094391,-111.95379,8854.7002,4.17,7,-34
2851,323.91,9.96,-0.3,2.87,0.57,0.16,5,33.094498,-111.95349,8865.5996,4.19,7,-34
2854,323.18,10.54,-0.45,0.75,0.57,0.16,5,33.094627,-111.95302,8881.5996,4.19,7,-34
2856,322.6,11.3,0.74,1.19,0.57,0.16,5,33.094738,-111.95262,8893.0996,4.23,7,-34
2859,321.79,10.25,0.56,1.73,0.57,0.16,5,33.094872,-111.952,8915.2998,4.23,7,-34
2861,320.83,9.81,-0.99,1.52,0.57,0.16,5,33.094902,-111.95164,8930.2998,4.24,7,-34
2864,319.94,10.67,1.67,-0.24,0.57,0.16,5,33.094967,-111.95122,8952.2002,4.24,7,-34
2866,319.05,10.03,0.69,0.89,0.57,0.15,5,33.095074,-111.9509,8967.5996,4.23,7,-35
2869,318.2,9.71,-0.62,1.21,0.57,0.15,5,33.095253,-111.95026,8989.0996,4.23,7,-35
2871,317.51,9.57,0.91,2.83,0.51,0.14,4,33.095356,-111.94981,9002.5,4.24,1,-36
2874,316.85,9.57,-1.11,1.54,0.56,0.15,5,33.095524,-111.94919,9020.5996,4.24,6,-35
2876,316.16,10.98,-0.79,0.35,0.56,0.15,4,33.095627,-111.94874,9030.7002,4.21,6,-35
2879,315.63,11.14,-0.49,0.29,0.56,0.15,5,33.095692,-111.94805,9048.4004,4.2,6,-35
2881,314.77,10.47,-0.02,0,0.56,0.15,4,33.095737,-111.94767,9063.2998,4.2,6,-35
2884,313.82,9.8,-0.16,-0.68,0.56,0.15,4,33.095875,-111.94714,9087.5996,4.17,6,-35
2886,313.07,9.82,-1.18,0.5,0.56,0.15,4,33.09594,-111.9468,9101.0996,4.19,6,-35
2889,312.43,10.33,-1.19,1.03,0.56,0.14,4,33.096046,-111.94635,9116.2998,4.17,6,-36
2891,311.85,10.58,-0.2,1.35,0.56,0.14,4,33.096172,-111.94604,9126.2998,4.19,6,-36
2894,311.26,10.06,-0.94,1.34,0.56,0.14,4,33.096367,-111.94548,9143.2998,4.17,6,-36
2896,310.53,10.53,-0.24,1.55,0.56,0.14,4,33.096489,-111.94507,9155.5996,4.16,6,-36
2899,309.78,10.34,0.25,1.43,0.56,0.14,4,33.096611,-111.94463,9155.5996,4.14,6,-36
2901,308.98,10.16,-0.15,-0.32,0.5,0.14,4,33.096722,-111.94394,9190.2998,4.16,0,-36
2904,308.19,10.82,0.9,0.64,0.56,0.14,4,33.096748,-111.94331,9211.5,4.14,6,-36
2906,307.46,10.5,0.65,1.11,0.56,0.14,4,33.096794,-111.94291,9226.5996,4.11,6,-36
2909,306.45,10.26,-0.2,0.62,0.56,0.14,4,33.096878,-111.9425,9226.5996,4.11,6,-36
2911,305.58,10.26,-0.97,1.31,0.55,0.14,4,33.097054,-111.94189,9267.0996,4.11,5,-36
2914,304.72,10.76,-1.37,0.56,0.55,0.14,4,33.097275,-111.94118,9290.7002,4.08,5,-36
2916,303.71,10.01,0.35,1.02,0.55,0.14,4,33.097378,-111.94067,9307.7002,4.11,5,-36
2919,302.87,10.86,1.24,0.5,0.55,0.14,4,33.097431,-111.93999,9332.7002,4.1,5,-36
2921,302.03,9.28,0.38,2.49,0.55,0.13,4,33.097519,-111.93961,9348.9004,4.1,5,-37
2924,301.22,10.79,-0.96,-0.21,0.55,0.13,5,33.097771,-111.93902,9370.2998,4.07,5,-37
2926,300.36,9.95,0.24,0.08,0.55,0.13,4,33.097916,-111.93855,9385.2002,4.04,5,-37
2929,299.67,10.19,-0.48,2.48,0.55,0.13,4,33.098026,-111.93778,9405.4004,4.08,5,-37
2931,298.83,10.57,0.07,1.92,0.47,0.12,4,33.098091,-111.93729,9419.7998,4.07,-3,-38
2934,298.05,10.49,-1,0.89,0.55,0.13,4,33.098179,-111.93665,9442.7002,4.07,5,-37
2936,297.22,9.55,-0.35,0.6,0.55,0.12,4,33.098236,-111.93628,9458.7002,4.08,5,-38
2939,296.39,9.9,-0.19,-0.03,0.55,0.12,4,33.098373,-111.93576,9478.9004,4.07,5,-38
2941,295.68,9.96,-0.06,0.68,0.55,0.12,3,33.098469,-111.93543,9490.5996,4.07,5,-38
2944,295.26,10.42,-1.35,1.11,0.55,0.12,3,33.09856,-111.9351,9490.5996,4.1,5,-38
2946,294.66,11.15,-1.28,0.79,0.55,0.12,3,33.098751,-111.93452,9515.5,4.07,5,-38
2949,293.97,10.56,1.09,1,0.54,0.12,3,33.098873,-111.93407,9515.5,4.08,4,-38
2951,293.15,10.06,0.79,0.46,0.54,0.12,3,33.098957,-111.93343,9551.5,4.07,4,-38
2954,292.46,9.43,1.14,0.84,0.54,0.12,3,33.098969,-111.93306,9551.5,4.08,4,-38
2956,291.66,10.44,-0.82,0.53,0.54,0.11,3,33.098991,-111.9325,9586.5996,4.08,4,-39
2959,291,10.08,-1.6,2.11,0.54,0.11,3,33.099014,-111.93213,9586.5996,4.08,4,-39
2961,290.14,10.58,-0.78,1.14,0.23,0.1,3,33.099136,-111.93163,9621.7002,4.1,-27,-40
2964,289.55,9.62,-0.06,1.71,0.54,0.11,3,33.099262,-111.93124,9621.7002,4.1,4,-39
2966,288.72,10.23,-0.57,0.93,0.54,0.11,3,33.099422,-111.93052,9656.4004,4.11,4,-39
2969,288.1,10.17,-0.72,0.93,0.54,0.11,3,33.099499,-111.93002,9656.4004,4.11,4,-39
2971,287.35,10.23,0.17,1.56,0.54,0.11,3,33.099583,-111.92934,9688.2998,4.13,4,-39
2974,286.73,10.61,-0.04,1.27,0.54,0.11,3,33.099617,-111.92891,9688.2998,4.16,4,-39
2976,285.87,10.05,-0.46,0.79,0.54,0.1,3,33.099705,-111.92836,9723.5,4.16,4,-40
2979,285.3,10.47,-0.47,2.14,0.54,0.1,3,33.099911,-111.92784,9742.9004,4.17,4,-40
2981,284.54,10.56,-1.38,1.09,0.54,0.1,3,33.100063,-111.92744,9756.7998,4.19,4,-40
2984,283.81,9.81,-0.2,0.96,0.53,0.1,3,33.100258,-111.92675,9778.4004,4.21,3,-40
2986,283.07,10.21,-0.2,2.2,0.53,0.1,3,33.100368,-111.92625,9792.2002,4.21,3,-40
2989,282.37,10.75,-0.57,0.96,0.53,0.1,3,33.100456,-111.92577,9792.2002,4.21,3,-40
2991,281.53,10.02,-0.51,1.46,0.37,0.1,3,33.100555,-111.92513,9830.7002,4.24,-13,-40
2994,280.64,9.76,0.23,0.12,0.53,0.1,3,33.100662,-111.92476,9830.7002,4.27,3,-40
2996,279.96,10.65,0.31,0.36,0.53,0.1,3,33.100929,-111.92421,9865.7998,4.28,3,-40
2999,279.37,10.75,0.28,0.4,0.53,0.1,3,33.101223,-111.92354,9885.4004,4.32,3,-40
3001,278.57,9.93,-0.51,1.05,0.53,0.1,3,33.101372,-111.92303,9900.5996,4.32,3,-40
3004,277.85,9.32,-1.87,1.18,0.53,0.1,3,33.101563,-111.92229,9922.2998,4.33,3,-40
3006,277.07,11,1.18,0,0.53,0.1,3,33.101658,-111.92179,9935,4.35,3,-40
3009,276.38,10.1,0.3,0.94,0.53,0.09,3,33.101791,-111.92114,9956.7998,4.38,3,-41
3011,275.59,10.72,-0.18,0.75,0.53,0.09,2,33.101974,-111.92076,9970.4004,4.38,3,-41
3014,274.94,9.68,0.78,2.82,0.53,0.09,3,33.102276,-111.92016,9993,4.36,3,-41
3016,274.14,10.87,-0.37,1.63,0.53,0.09,2,33.102383,-111.91979,10005.7,4.42,3,-41
3019,273.57,10.5,-0.02,-0.72,0.52,0.09,2,33.102486,-111.91927,10025.6,4.42,2,-41
3021,272.69,10.1,-0.45,-0.28,0.38,0.09,2,33.102592,-111.91882,10040,4.43,-12,-41
3024,271.98,9.63,-0.02,3.2,0.52,0.09,2,33.102768,-111.91806,10060.9,4.45,2,-41
3026,271.38,10.54,-0.83,0.04,0.52,0.08,2,33.102901,-111.91762,10074.5,4.46,2,-42
3029,270.81,11.23,-1.19,-0.33,0.52,0.08,2,33.103168,-111.91705,10094.5,4.46,2,-42
3031,270.06,9.6,0.61,0.73,0.52,0.08,2,33.103302,-111.91666,10110.3,4.46,2,-42
3034,269.3,10.89,0.78,4.07,0.52,0.08,2,33.103371,-111.91594,10131.7,4.43,2,-42
3036,268.46,9.7,-1.5,2.58,0.52,0.08,2,33.103451,-111.91545,10147.6,4.43,2,-42
3039,267.61,11.17,-0.61,1.76,0.52,0.08,2,33.103676,-111.91478,10172.4,4.45,2,-42
3041,266.72,9.24,-1.83,2.55,0.52,0.08,2,33.103798,-111.91425,10188.5,4.45,2,-42
3044,266.03,10.31,-2.37,1.87,0.52,0.08,2,33.10397,-111.91335,10211.5,4.45,2,-42
3046,265.31,11.32,0.67,1.72,0.52,0.08,2,33.104149,-111.91284,10224.4,4.45,2,-42
3049,264.76,10.38,1.28,0.75,0.52,0.07,2,33.104397,-111.9122,10247.1,4.45,2,-43
3051,263.9,11.04,0.18,1.55,0.4,0.07,2,33.104485,-111.91168,10263.1,4.45,-10,-43
3054,263.08,9.83,-0.16,3.19,0.51,0.07,2,33.104622,-111.91079,10289.7,4.45,1,-43
3056,262.23,8.94,0.36,3.34,0.51,0.07,2,33.10479,-111.91026,10305.9,4.45,1,-43
3059,261.71,10.05,-0.3,-0.11,0.51,0.07,2,33.105103,-111.90954,10327.1,4.45,1,-43
3061,261.03,10.18,0.44,1.3,0.51,0.07,2,33.105293,-111.90906,10339.5,4.45,1,-43
3064,260.53,10.64,-0.22,2.21,0.51,0.07,2,33.105503,-111.90839,10356.5,4.45,1,-43
3066,259.84,10.79,0.25,2.02,0.51,0.07,2,33.10561,-111.90793,10371,4.45,1,-43
3069,259.26,10.11,-1.65,1.53,0.51,0.07,2,33.105789,-111.90714,10395.1,4.43,1,-43
3071,258.39,10.19,-0.18,0.54,0.51,0.07,2,33.105946,-111.90653,10410.3,4.45,1,-43
3073,257.64,9.75,-0.35,1.36,0.51,0.07,2,33.106243,-111.90562,10430.7,4.45,1,-43
3076,256.95,10.03,-0.52,2,0.51,0.07,2,33.106461,-111.90503,10443.8,4.45,1,-43
3078,256.47,10.45,-0.25,0.45,0.51,0.06,2,33.106785,-111.9042,10462,4.43,1,-44
3081,255.77,10.87,0.44,0.72,0.47,0.05,1,33.106972,-111.90372,10475.1,4.43,-3,-45
3083,255.09,10.32,-0.35,1.98,0.51,0.06,2,33.107147,-111.90295,10498.1,4.43,1,-44
3086,254.4,10.68,-0.57,1.08,0.51,0.06,1,33.10725,-111.90237,10514.1,4.43,1,-44
3088,253.73,10.03,0.42,2.08,0.5,0.06,1,33.107426,-111.90156,10539.9,4.43,0,-44
3091,252.82,9.81,-1.7,2.09,0.5,0.06,2,33.107498,-111.90105,10556.2,4.43,0,-44
3093,251.99,10.93,-1.8,1.64,0.5,0.06,2,33.107689,-111.90015,10580.7,4.45,0,-44
3096,251.23,9.59,1.03,1.98,0.5,0.06,1,33.107868,-111.8996,10598,4.45,0,-44
3098,250.62,10.02,-2.73,0.69,0.5,0.06,3,33.108086,-111.89895,10618.7,4.43,0,-44
3101,250.08,10.51,-0.56,3.8,0.5,0.06,1,33.108223,-111.89853,10630.4,4.43,0,-44
3103,249.43,10.27,1.43,2.41,0.5,0.06,1,33.108379,-111.89786,10649.9,4.45,0,-44
3106,248.78,10.67,-0.42,0.08,0.5,0.06,1,33.108433,-111.89739,10664,4.43,0,-44
3108,248.09,10.18,1.03,1.35,0.5,0.06,1,33.108566,-111.89661,10687.3,4.45,0,-44
3111,247.37,9.85,-0.2,1.49,0.41,0.04,1,33.108711,-111.89606,10703.2,4.45,-9,-46
3113,246.73,9.89,-0.95,0.91,0.5,0.05,1,33.108902,-111.89532,10723.7,4.47,0,-45
3116,246.06,11.48,-0.54,0.54,0.5,0.05,1,33.109016,-111.89493,10736.9,4.47,0,-45
3118,245.45,10.25,-1.66,1.06,0.5,0.06,1,33.109116,-111.89429,10760.4,4.46,0,-44
3121,244.74,11.08,-0.98,0.12,0.5,0.06,1,33.109142,-111.89375,10775.4,4.47,0,-44
3123,244.15,10.35,-0.32,0.16,0.49,0.06,1,33.109192,-111.89291,10799.9,4.5,-1,-44
3126,243.22,9.56,-0.2,1.65,0.49,0.06,1,33.109268,-111.89246,10815.8,4.5,-1,-44
3128,242.79,9.77,-1.54,2.26,0.49,0.05,1,33.109455,-111.89182,10836.5,4.49,-1,-45
3131,242.08,10.16,0.23,0.58,0.49,0.05,1,33.109604,-111.89132,10848.3,4.52,-1,-45
