Time,hp,X,Y,Z,IT,ET,VOLT Bat,lat,long,alt,RH,IT C,EXT C
7,977.69,9.07,-2.76,-3.33,0.71,0.63,21, N/A, N/A, N/A,33.7,21,13
10,977.71,8.84,-1.39,-4.64,0.72,0.63,21, N/A, N/A, N/A,33.8,22,13
12,977.61,8.78,-1.62,-5.97,0.72,0.63,21, N/A, N/A, N/A,33.55,22,13
14,977.62,7.97,-5.5,-6.16,0.72,0.63,21, N/A, N/A, N/A,33.43,22,13
17,977.73,0.73,-9.98,-1.68,0.72,0.63,21, N/A, N/A, N/A,33.43,22,13
19,977.67,0.73,-10,-1.69,0.72,0.63,21, N/A, N/A, N/A,33.45,22,13
22,977.69,0.73,-9.98,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.45,22,13
24,977.71,0.71,-9.98,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.43,22,13
26,977.7,0.73,-9.97,-1.75,0.72,0.63,21, N/A, N/A, N/A,33.43,22,13
28,977.71,0.73,-9.98,-1.69,0.72,0.63,21, N/A, N/A, N/A,33.48,22,13
31,977.73,0.72,-10,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.55,22,13
33,977.64,0.71,-9.99,-1.7,0.7,0.62,21, N/A, N/A, N/A,33.65,20,12
36,977.7,0.74,-10,-1.73,0.72,0.63,22, N/A, N/A, N/A,33.7,22,13
38,977.73,0.74,-9.98,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.78,22,13
40,977.65,0.74,-9.99,-1.69,0.72,0.63,21, N/A, N/A, N/A,33.85,22,13
43,977.8,0.74,-9.98,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.9,22,13
45,977.75,0.73,-9.97,-1.67,0.72,0.63,21, N/A, N/A, N/A,33.95,22,13
47,977.71,0.72,-9.99,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.95,22,13
50,977.64,0.75,-9.99,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.92,22,13
52,977.84,0.75,-9.99,-1.72,0.72,0.63,21, N/A, N/A, N/A,33.92,22,13
54,977.8,0.73,-9.99,-1.67,0.72,0.63,21, N/A, N/A, N/A,33.9,22,13
57,977.72,0.72,-9.97,-1.71,0.72,0.63,21, N/A, N/A, N/A,33.87,22,13
59,977.74,0.73,-10,-1.68,0.72,0.63,21, N/A, N/A, N/A,33.78,22,13
61,977.8,0.73,-10,-1.75,0.72,0.64,21, N/A, N/A, N/A,33.73,22,14
63,977.84,0.72,-10,-1.73,0.69,0.63,21, N/A, N/A, N/A,33.75,19,13
66,977.78,0.72,-9.97,-1.73,0.72,0.63,21, N/A, N/A, N/A,33.75,22,13
68,977.68,0.74,-10,-1.71,0.72,0.63,21, N/A, N/A, N/A,33.68,22,13
71,977.77,0.73,-10,-1.7,0.72,0.64,21, N/A, N/A, N/A,33.65,22,14
73,977.66,0.74,-9.99,-1.71,0.72,0.63,21, N/A, N/A, N/A,33.65,22,13
75,977.67,0.74,-9.99,-1.7,0.72,0.63,21, N/A, N/A, N/A,33.65,22,13
77,977.69,0.73,-9.99,-1.72,0.72,0.64,21,33.073704,-111.98277,366.79999,33.7,22,14
80,977.68,0.74,-10,-1.69,0.72,0.64,22,33.073708,-111.98277,367,33.7,22,14
82,977.79,0.72,-10,-1.72,0.72,0.64,21,33.073704,-111.98277,366.79999,33.7,22,14
85,977.69,0.72,-9.99,-1.73,0.72,0.64,21,33.073704,-111.98277,366.70001,33.75,22,14
87,977.63,0.72,-9.99,-1.71,0.72,0.64,21,33.073704,-111.98276,366.60001,33.73,22,14
89,977.78,0.75,-9.98,-1.72,0.72,0.64,21,33.073704,-111.98276,366.70001,33.75,22,14
92,977.82,0.73,-9.99,-1.7,0.72,0.64,22,33.073689,-111.98276,367,33.8,22,14
94,977.74,0.7,-9.98,-1.7,0.71,0.63,21,33.073689,-111.98275,367.20001,33.85,21,13
97,977.68,0.72,-9.99,-1.71,0.72,0.64,22,33.073689,-111.98275,367.20001,33.85,22,14
99,977.82,0.73,-10,-1.7,0.72,0.64,22,33.073692,-111.98276,367.20001,33.85,22,14
101,977.85,0.72,-10.01,-1.68,0.72,0.64,22,33.073692,-111.98276,367.20001,33.83,22,14
104,977.72,0.72,-10.01,-1.69,0.72,0.64,22,33.073696,-111.98276,367.29999,33.83,22,14
106,977.85,0.74,-9.99,-1.71,0.72,0.64,22,33.073692,-111.98276,367.29999,33.78,22,14
109,977.73,0.73,-9.99,-1.69,0.72,0.64,22,33.073692,-111.98276,367.29999,33.73,22,14
111,977.82,0.71,-10,-1.7,0.72,0.64,22,33.073692,-111.98276,367.29999,33.65,22,14
113,977.7,0.72,-9.99,-1.71,0.72,0.64,22,33.073692,-111.98276,367.29999,33.7,22,14
116,977.81,0.73,-10,-1.7,0.72,0.64,22,33.073692,-111.98276,367.29999,33.83,22,14
118,977.86,0.7,-10,-1.7,0.72,0.64,22,33.073692,-111.98276,367.29999,33.85,22,14
121,977.81,0.73,-9.99,-1.74,0.72,0.64,22,33.073692,-111.98275,367.29999,33.85,22,14
123,977.79,0.74,-9.99,-1.69,0.71,0.63,21,33.073692,-111.98275,367.29999,33.83,21,13
126,977.81,0.74,-9.99,-1.7,0.72,0.64,22,33.073692,-111.98275,367.29999,33.85,22,14
128,977.82,0.74,-9.98,-1.7,0.72,0.64,22,33.073692,-111.98275,367.29999,33.87,22,14
131,977.72,0.73,-10,-1.69,0.73,0.64,22,33.073696,-111.98276,367.29999,33.9,23,14
133,977.8,0.74,-10,-1.7,0.73,0.64,21,33.073696,-111.98276,367.29999,33.87,23,14
136,977.67,0.73,-10,-1.7,0.72,0.64,22,33.0737,-111.98276,367.29999,33.87,22,14
138,977.74,0.72,-9.99,-1.7,0.73,0.64,21,33.073704,-111.98277,367.29999,33.87,23,14
140,977.83,0.74,-9.99,-1.66,0.72,0.64,21,33.073704,-111.98277,367.29999,33.87,22,14
143,977.78,0.72,-9.98,-1.69,0.73,0.63,21,33.073704,-111.98277,367.29999,33.83,23,13
145,977.7,0.72,-9.98,-1.71,0.73,0.63,21,33.073704,-111.98277,367.29999,33.85,23,13
147,977.71,0.7,-10,-1.67,0.73,0.63,21,33.073704,-111.98277,367.29999,33.83,23,13
150,977.68,0.71,-9.98,-1.69,0.73,0.63,21,33.0737,-111.98277,367.29999,33.78,23,13
152,977.7,0.73,-10.01,-1.71,0.73,0.63,21,33.0737,-111.98277,367.29999,33.78,23,13
155,977.72,0.74,-9.98,-1.72,0.7,0.63,21,33.0737,-111.98277,367.29999,33.83,20,13
157,977.71,0.72,-10,-1.68,0.73,0.63,21,33.0737,-111.98277,367.39999,33.85,23,13
160,977.76,0.73,-10,-1.71,0.73,0.63,21,33.073704,-111.98277,367.39999,33.85,23,13
162,977.67,0.73,-10,-1.72,0.73,0.63,21,33.073704,-111.98277,367.39999,33.87,23,13
164,977.71,0.72,-10,-1.7,0.73,0.63,21,33.073704,-111.98277,367.39999,33.92,23,13
167,977.71,0.72,-10,-1.69,0.73,0.63,21,33.0737,-111.98276,367.39999,33.92,23,13
169,977.79,0.75,-9.98,-1.69,0.73,0.63,21,33.073696,-111.98276,367.39999,33.97,23,13
172,977.8,2.94,-10.69,-1.04,0.73,0.63,21,33.073696,-111.98276,367.39999,34.02,23,13
174,977.86,3.15,-9.11,0.38,0.73,0.63,21,33.073696,-111.98275,367.39999,34.14,23,13
176,977.82,3.18,-12.04,4.88,0.73,0.63,21,33.073692,-111.98275,367.39999,34.34,23,13
179,977.84,-1.08,-4.99,-0.8,0.73,0.63,21,33.073689,-111.98275,367.39999,34.48,23,13
181,977.86,0.83,-10,-1.55,0.73,0.63,21,33.073689,-111.98275,367.39999,34.64,23,13
184,977.84,0.84,-9.98,-1.55,0.73,0.63,21,33.073685,-111.98275,367.39999,34.74,23,13
186,977.72,0.85,-10.01,-1.57,0.73,0.63,21,33.073685,-111.98275,367.39999,34.78,23,13
189,977.84,0.86,-10,-1.57,0.73,0.63,21,33.073685,-111.98275,367.39999,34.78,23,13
191,977.81,0.83,-9.99,-1.56,0.73,0.63,21,33.073685,-111.98276,367.39999,34.74,23,13
194,977.76,0.85,-10,-1.55,0.73,0.63,21,33.073685,-111.98276,367.39999,34.69,23,13
196,977.75,0.83,-9.99,-1.55,0.73,0.63,21,33.073689,-111.98276,367.39999,34.61,23,13
199,977.78,0.86,-10.01,-1.57,0.73,0.63,21,33.073689,-111.98277,367.39999,34.52,23,13
201,977.74,0.84,-9.99,-1.57,0.73,0.63,21,33.073689,-111.98277,367.39999,34.52,23,13
204,977.79,0.86,-9.99,-1.58,0.73,0.63,21,33.073689,-111.98276,367.39999,34.48,23,13
206,977.8,0.82,-9.98,-1.58,0.73,0.63,21,33.073689,-111.98276,367.39999,34.48,23,13
209,977.89,0.85,-10,-1.55,0.73,0.63,21,33.073685,-111.98276,367.39999,34.41,23,13
211,977.83,0.85,-9.99,-1.54,0.73,0.63,21,33.073685,-111.98276,367.39999,34.36,23,13
213,977.68,0.83,-9.99,-1.55,0.73,0.63,21,33.073685,-111.98276,367.39999,34.31,23,13
216,977.8,0.84,-10,-1.57,0.72,0.63,21,33.073689,-111.98276,367.39999,34.27,22,13
218,977.7,0.84,-10,-1.57,0.73,0.63,21,33.073689,-111.98276,367.39999,34.27,23,13
221,977.75,0.84,-9.99,-1.54,0.73,0.63,21,33.073689,-111.98276,367.39999,34.24,23,13
223,977.71,0.83,-10.01,-1.57,0.73,0.63,21,33.073689,-111.98276,367.39999,34.22,23,13
225,977.74,0.85,-10.04,-1.55,0.73,0.63,21,33.073689,-111.98276,367.5,34.17,23,13
228,977.77,0.84,-10.01,-1.56,0.73,0.63,21,33.073689,-111.98276,367.5,34.17,23,13
230,977.69,0.83,-10.01,-1.55,0.73,0.63,21,33.073689,-111.98276,367.5,34.14,23,13
233,977.64,2.53,-9.33,-4.14,0.73,0.63,21,33.073689,-111.98275,367.5,34.12,23,13
235,977.84,1.08,-12.54,-2.8,0.73,0.63,21,33.073689,-111.98275,367.5,34.05,23,13
238,977.9,0.79,-9.99,-1.68,0.73,0.63,21,33.073685,-111.98275,367.5,32.72,23,13
240,977.72,0.79,-9.99,-1.66,0.73,0.63,21,33.073685,-111.98275,367.5,32.53,23,13
242,977.66,0.79,-9.99,-1.67,0.73,0.63,21,33.073681,-111.98275,367.5,32.89,23,13
245,977.76,0.8,-9.99,-1.67,0.71,0.63,21,33.073681,-111.98275,367.5,32.92,21,13
247,977.69,0.8,-9.99,-1.66,0.73,0.63,21,33.073681,-111.98275,367.5,33.53,23,13
250,977.73,0.79,-10.01,-1.7,0.73,0.63,21,33.073681,-111.98275,367.5,33.97,23,13
252,977.73,0.79,-10,-1.69,0.73,0.63,21,33.073681,-111.98275,367.5,34.19,23,13
254,977.86,0.79,-10,-1.69,0.73,0.63,21,33.073685,-111.98276,367.5,34.74,23,13
257,977.8,0.8,-10,-1.66,0.73,0.63,21,33.073689,-111.98276,367.5,34.66,23,13
259,977.76,0.79,-10.02,-1.67,0.73,0.63,21,33.073689,-111.98276,367.5,33.73,23,13
262,977.85,0.79,-9.99,-1.66,0.73,0.63,21,33.073689,-111.98276,367.5,34,23,13
264,977.74,0.79,-10.01,-1.68,0.73,0.63,21,33.073689,-111.98276,367.5,34.41,23,13
267,977.86,0.78,-10,-1.67,0.73,0.63,21,33.073689,-111.98276,367.5,34.52,23,13
269,977.86,0.79,-9.97,-1.7,0.73,0.63,21,33.073689,-111.98276,367.5,34.59,23,13
272,977.85,0.79,-9.99,-1.69,0.73,0.63,21,33.073692,-111.98276,367.5,33.62,23,13
274,977.84,0.78,-10.01,-1.68,0.73,0.64,21,33.073689,-111.98276,367.5,33.36,23,14
277,977.77,0.79,-9.99,-1.65,0.73,0.63,21,33.073692,-111.98276,367.5,33.14,23,13
279,977.83,0.79,-9.99,-1.65,0.73,0.64,21,33.073692,-111.98276,367.5,33.26,23,14
282,977.78,0.79,-9.99,-1.66,0.73,0.64,21,33.073692,-111.98276,367.5,33.33,23,14
284,977.75,0.79,-10.01,-1.65,0.73,0.64,21,33.073692,-111.98276,367.5,33.31,23,14
286,977.8,0.78,-9.98,-1.68,0.73,0.64,22,33.073692,-111.98276,367.5,33.53,23,14
289,977.84,0.77,-9.99,-1.67,0.73,0.64,21,33.073692,-111.98276,367.5,33.38,23,14
291,977.88,0.79,-10.01,-1.69,0.73,0.64,21,33.073696,-111.98276,367.60001,33.55,23,14
294,977.79,0.79,-9.96,-1.69,0.73,0.64,21,33.073696,-111.98276,367.60001,33.55,23,14
296,977.79,0.78,-9.99,-1.68,0.73,0.64,21,33.073696,-111.98276,367.60001,32.82,23,14
298,977.88,0.77,-9.98,-1.66,0.73,0.64,22,33.073696,-111.98276,367.60001,33.16,23,14
301,977.87,0.79,-9.98,-1.67,0.73,0.64,22,33.073696,-111.98276,367.60001,34.07,23,14
303,977.78,0.78,-9.98,-1.66,0.73,0.64,22,33.073696,-111.98276,367.60001,34,23,14
306,977.83,0.76,-9.97,-1.69,0.68,0.63,21,33.073696,-111.98277,367.60001,34.07,18,13
308,977.67,0.79,-10.01,-1.69,0.73,0.64,21,33.0737,-111.98277,367.60001,34.41,23,14
310,977.77,0.79,-9.99,-1.66,0.73,0.64,22,33.073704,-111.98277,367.60001,33.62,23,14
313,977.73,0.79,-9.99,-1.65,0.73,0.64,22,33.073708,-111.98277,367.60001,33.18,23,14
315,977.83,0.79,-10.02,-1.67,0.73,0.64,22,33.073704,-111.98277,367.70001,33.38,23,14
318,977.86,0.81,-10,-1.68,0.73,0.64,22,33.073704,-111.98277,367.70001,33.38,23,14
320,977.73,0.8,-9.99,-1.65,0.73,0.64,21,33.073704,-111.98277,367.70001,32.79,23,14
323,977.86,0.79,-10,-1.66,0.73,0.64,22,33.073708,-111.98276,367.70001,32.89,23,14
325,977.78,0.78,-10,-1.69,0.73,0.64,22,33.073708,-111.98276,367.70001,33.18,23,14
327,978.06,0.79,-9.98,-1.68,0.73,0.64,22,33.073708,-111.98276,367.70001,33.38,23,14
330,977.72,0.78,-9.99,-1.65,0.73,0.64,22,33.073708,-111.98276,367.70001,32.28,23,14
332,977.83,0.79,-10,-1.68,0.73,0.64,22,33.073711,-111.98276,367.70001,32.37,23,14
335,977.83,0.76,-9.99,-1.66,0.73,0.64,22,33.073711,-111.98276,367.70001,33.01,23,14
337,977.84,0.79,-10,-1.67,0.7,0.64,21,33.073711,-111.98276,367.70001,32.15,20,14
339,977.7,0.79,-10,-1.65,0.73,0.64,22,33.073711,-111.98276,367.70001,32.37,23,14
342,977.76,0.78,-9.98,-1.66,0.73,0.64,22,33.073711,-111.98276,367.70001,32.7,23,14
344,977.85,0.79,-9.99,-1.66,0.73,0.64,22,33.073711,-111.98276,367.70001,33.45,23,14
347,977.79,0.79,-9.99,-1.67,0.73,0.64,22,33.073711,-111.98276,367.70001,33.28,23,14
349,977.76,0.79,-9.99,-1.67,0.73,0.64,22,33.073715,-111.98276,367.70001,33.7,23,14
352,977.82,0.79,-9.97,-1.69,0.73,0.64,22,33.073715,-111.98277,367.70001,33.55,23,14
354,977.8,0.79,-9.97,-1.69,0.73,0.64,22,33.073719,-111.98276,367.70001,32.84,23,14
357,977.8,0.79,-9.98,-1.68,0.73,0.64,22,33.073719,-111.98276,367.70001,31.64,23,14
359,977.81,0.8,-9.99,-1.67,0.73,0.64,22,33.073723,-111.98276,367.70001,31.47,23,14
362,977.87,0.78,-10.01,-1.68,0.73,0.64,22,33.073719,-111.98276,367.70001,31.88,23,14
364,977.63,0.78,-9.98,-1.65,0.74,0.64,22,33.073719,-111.98275,367.70001,32.53,24,14
366,977.85,0.78,-10,-1.68,0.65,0.63,21,33.073719,-111.98275,367.70001,32.15,15,13
369,977.82,0.78,-9.99,-1.68,0.74,0.64,22,33.073719,-111.98275,367.70001,31.91,24,14
371,977.77,0.77,-9.99,-1.67,0.74,0.64,22,33.073719,-111.98275,367.70001,32.23,24,14
374,977.89,0.78,-10,-1.69,0.73,0.64,22,33.073719,-111.98275,367.70001,32.18,23,14
376,977.76,0.79,-9.99,-1.67,0.73,0.64,22,33.073723,-111.98275,367.70001,31.86,23,14
378,977.77,0.78,-10,-1.64,0.73,0.64,22,33.073723,-111.98275,367.70001,32.23,23,14
381,977.81,0.79,-9.99,-1.67,0.74,0.64,22,33.073727,-111.98275,367.70001,32.7,24,14
383,977.74,0.78,-9.99,-1.67,0.73,0.64,22,33.073727,-111.98275,367.70001,32.37,23,14
386,977.75,0.77,-10,-1.65,0.74,0.65,22,33.07373,-111.98274,367.79999,32.06,24,15
388,977.82,0.79,-9.99,-1.68,0.74,0.65,22,33.07373,-111.98274,367.79999,31.93,24,15
390,977.81,0.79,-10,-1.66,0.74,0.65,22,33.07373,-111.98275,367.79999,32.18,24,15
393,977.85,0.78,-10.01,-1.68,0.74,0.65,22,33.07373,-111.98275,367.79999,31.96,24,15
395,977.88,0.8,-9.97,-1.69,0.74,0.65,22,33.073727,-111.98275,367.79999,32.67,24,15
397,977.69,0.78,-10,-1.65,0.69,0.64,22,33.073723,-111.98276,367.79999,31.35,19,14
400,977.83,0.79,-9.99,-1.65,0.74,0.65,22,33.073723,-111.98276,367.79999,31.49,24,15
402,977.7,0.79,-10,-1.65,0.74,0.65,22,33.073727,-111.98276,367.79999,31.35,24,15
405,977.75,0.78,-9.99,-1.67,0.74,0.65,22,33.073727,-111.98277,367.79999,32.08,24,15
407,977.75,0.79,-10.01,-1.68,0.74,0.65,22,33.07373,-111.98277,367.79999,33.06,24,15
409,977.69,0.79,-9.99,-1.7,0.74,0.65,22,33.073734,-111.98277,367.70001,33.31,24,15
412,977.75,0.82,-9.98,-1.68,0.74,0.65,22,33.073738,-111.98277,367.70001,31.74,24,15
414,977.75,0.79,-9.99,-1.65,0.74,0.65,22,33.073746,-111.98277,367.70001,31.49,24,15
417,977.75,0.78,-9.99,-1.7,0.74,0.65,22,33.07375,-111.98278,367.70001,31.59,24,15
419,977.86,0.8,-9.99,-1.7,0.74,0.64,22,33.073738,-111.98278,367.70001,31.32,24,14
422,977.72,0.8,-10.01,-1.65,0.74,0.64,22,33.073727,-111.98278,367.60001,30.98,24,14
424,977.86,0.78,-9.97,-1.68,0.74,0.64,22,33.073727,-111.98278,367.5,31.49,24,14
427,977.82,0.77,-10,-1.68,0.74,0.64,22,33.073719,-111.98278,367.29999,31.13,24,14
429,977.9,0.79,-9.99,-1.66,0.74,0.64,22,33.073708,-111.98278,367.20001,31.15,24,14
432,977.87,0.78,-9.98,-1.67,0.69,0.64,21,33.073704,-111.98278,367.20001,31.42,19,14
434,977.81,0.78,-10,-1.65,0.74,0.64,22,33.073704,-111.98278,367.20001,32.28,24,14
436,977.83,0.77,-10,-1.65,0.74,0.64,22,33.073704,-111.9828,367.20001,33.33,24,14
439,977.95,0.78,-9.98,-1.65,0.74,0.64,22,33.073704,-111.9828,367.20001,32.37,24,14
441,977.82,0.79,-9.98,-1.69,0.74,0.64,22,33.073704,-111.9828,367.10001,32.89,24,14
444,977.8,0.78,-10.01,-1.66,0.74,0.64,22,33.073708,-111.9828,367.10001,32.42,24,14
446,977.75,0.77,-9.99,-1.66,0.74,0.64,22,33.073704,-111.9828,367.10001,31.91,24,14
448,977.74,0.79,-10,-1.68,0.74,0.64,22,33.073704,-111.9828,367.10001,32.42,24,14
451,977.83,0.78,-9.98,-1.64,0.74,0.64,22,33.073708,-111.9828,367.10001,32.94,24,14
453,977.82,0.79,-9.99,-1.66,0.74,0.64,22,33.073708,-111.9828,367.10001,33.38,24,14
456,977.7,0.79,-9.99,-1.69,0.74,0.64,22,33.073708,-111.9828,367.10001,34,24,14
458,977.71,0.79,-10.02,-1.62,0.74,0.64,22,33.073708,-111.9828,367.10001,33.38,24,14
461,977.73,0.78,-10.01,-1.65,0.74,0.64,22,33.073708,-111.9828,367.10001,33.04,24,14
463,977.88,0.8,-9.97,-1.67,0.71,0.63,21,33.073711,-111.9828,367.10001,32.79,21,13
465,977.78,0.78,-9.99,-1.66,0.74,0.64,22,33.073708,-111.98278,367.10001,33.38,24,14
468,977.82,0.79,-9.99,-1.63,0.74,0.64,22,33.073711,-111.98278,367.10001,33.55,24,14
470,977.83,0.79,-9.97,-1.66,0.74,0.64,22,33.073711,-111.98278,367.10001,32.7,24,14
473,977.84,0.78,-9.98,-1.68,0.74,0.64,22,33.073708,-111.98278,367.10001,32.77,24,14
475,977.81,0.77,-10.01,-1.64,0.74,0.65,22,33.073708,-111.98278,367.10001,32.55,24,15
477,977.71,0.79,-10,-1.64,0.74,0.65,22,33.073711,-111.98278,367.10001,32.6,24,15
480,977.74,0.78,-9.98,-1.65,0.74,0.65,22,33.073711,-111.98278,367.10001,32.87,24,15
482,977.77,0.77,-10,-1.65,0.74,0.65,22,33.073711,-111.98278,367.10001,32.13,24,15
485,977.75,0.79,-9.99,-1.66,0.74,0.65,22,33.073711,-111.98278,367.10001,32.65,24,15
487,977.77,0.81,-10,-1.63,0.74,0.65,22,33.073711,-111.98278,367.10001,33.4,24,15
489,977.79,0.79,-10,-1.7,0.74,0.65,22,33.073711,-111.98277,367.10001,32.87,24,15
492,977.85,0.78,-9.99,-1.67,0.74,0.65,22,33.073708,-111.98277,367.10001,33.01,24,15
494,977.85,0.79,-9.98,-1.66,0.72,0.64,22,33.073708,-111.98277,367.10001,34.81,22,14
497,977.77,0.79,-10.01,-1.64,0.74,0.65,22,33.073711,-111.98277,367.10001,34.09,24,15
499,977.79,0.79,-9.99,-1.65,0.74,0.65,22,33.073715,-111.98278,367.10001,33.45,24,15
502,977.83,0.78,-9.99,-1.64,0.74,0.65,22,33.073715,-111.98278,367.10001,31.64,24,15
504,977.83,0.8,-10,-1.65,0.74,0.65,22,33.073719,-111.98278,367.10001,31.64,24,15
506,977.98,0.77,-9.99,-1.65,0.74,0.65,22,33.073719,-111.98278,367.10001,31.08,24,15
509,977.88,0.79,-10,-1.65,0.74,0.65,22,33.073723,-111.98278,367.10001,30.4,24,15
511,977.83,0.79,-9.99,-1.67,0.74,0.65,22,33.073719,-111.98278,367.10001,30.05,24,15
513,977.79,0.79,-9.99,-1.65,0.74,0.65,22,33.073719,-111.9828,367.10001,30.96,24,15
516,977.83,0.79,-10.01,-1.68,0.74,0.65,22,33.073719,-111.9828,367.10001,31.71,24,15
518,977.83,0.78,-9.99,-1.65,0.74,0.65,22,33.073719,-111.9828,367.10001,32.77,24,15
521,977.82,0.79,-9.99,-1.65,0.74,0.65,22,33.073719,-111.9828,367.10001,33.31,24,15
523,977.93,0.79,-9.99,-1.64,0.72,0.64,22,33.073719,-111.9828,367.10001,34.05,22,14
526,977.78,0.78,-9.99,-1.63,0.74,0.65,22,33.073719,-111.9828,367.10001,33.53,24,15
528,977.85,0.78,-10,-1.65,0.74,0.65,22,33.073719,-111.9828,367.10001,33.55,24,15
531,977.76,0.77,-9.98,-1.63,0.74,0.64,22,33.073723,-111.9828,367.20001,34.07,24,14
533,977.91,0.79,-9.99,-1.68,0.74,0.65,22,33.073723,-111.9828,367.20001,34.74,24,15
535,977.81,0.79,-10,-1.62,0.74,0.65,22,33.073723,-111.9828,367.20001,34.98,24,15
538,977.83,0.79,-9.99,-1.63,0.74,0.64,22,33.073719,-111.9828,367.20001,34.31,24,14
540,977.89,0.78,-10,-1.62,0.74,0.65,22,33.073719,-111.98278,367.20001,33.75,24,15
543,977.82,0.79,-9.99,-1.67,0.74,0.65,22,33.073719,-111.98278,367.20001,34.29,24,15
545,977.81,0.8,-9.99,-1.64,0.74,0.64,22,33.073719,-111.98278,367.20001,35.42,24,14
548,977.96,0.78,-9.99,-1.65,0.74,0.65,22,33.073719,-111.98278,367.20001,33.36,24,15
550,977.82,0.77,-9.99,-1.66,0.74,0.65,22,33.073719,-111.98278,367.20001,32.18,24,15
552,977.77,0.78,-10,-1.62,0.74,0.65,22,33.073719,-111.98278,367.20001,32.89,24,15
555,977.76,0.8,-10,-1.65,0.66,0.64,22,33.073719,-111.98278,367.20001,34.02,16,14
557,977.75,0.79,-9.98,-1.66,0.74,0.65,22,33.073719,-111.98278,367.20001,33.18,24,15
560,977.8,0.79,-9.99,-1.64,0.74,0.65,22,33.073719,-111.98278,367.20001,33.9,24,15
562,977.74,0.79,-9.98,-1.64,0.74,0.65,22,33.073719,-111.9828,367.20001,34.86,24,15
565,977.69,0.77,-9.99,-1.65,0.74,0.65,22,33.073719,-111.9828,367.20001,33.9,24,15
567,977.83,0.77,-9.98,-1.63,0.74,0.65,22,33.073723,-111.9828,367.20001,33.23,24,15
570,977.9,0.78,-9.98,-1.65,0.74,0.65,22,33.073723,-111.98278,367.20001,33.58,24,15
572,977.8,0.8,-10,-1.63,0.74,0.65,22,33.073723,-111.98278,367.20001,33.95,24,15
574,977.85,0.8,-9.99,-1.67,0.74,0.65,22,33.073723,-111.98278,367.20001,34.29,24,15
577,977.77,0.77,-10.01,-1.63,0.74,0.65,22,33.073723,-111.98278,367.20001,33.7,24,15
579,977.82,0.79,-9.99,-1.63,0.74,0.65,22,33.073719,-111.98278,367.20001,33.85,24,15
582,977.76,0.78,-9.97,-1.66,0.74,0.65,22,33.073719,-111.98278,367.20001,33.85,24,15
584,977.81,0.79,-10,-1.64,0.74,0.65,22,33.073715,-111.98278,367.20001,32.72,24,15
586,977.84,0.79,-9.99,-1.65,0.74,0.65,22,33.073715,-111.98278,367.20001,32.99,24,15
589,977.89,0.79,-9.99,-1.62,0.74,0.65,22,33.073711,-111.98278,367.20001,33.06,24,15
591,977.84,0.81,-9.99,-1.64,0.74,0.65,22,33.073711,-111.98278,367.20001,32.79,24,15
594,977.84,0.78,-10,-1.64,0.74,0.65,22,33.073711,-111.98278,367.20001,33.06,24,15
596,977.84,0.79,-10,-1.63,0.74,0.65,22,33.073704,-111.98278,367.20001,32.99,24,15
599,977.77,0.79,-10.01,-1.61,0.74,0.65,22,33.073704,-111.98278,367.20001,32.84,24,15
601,977.84,0.79,-10.01,-1.62,0.74,0.65,22,33.073704,-111.98278,367.20001,32.6,24,15
603,977.89,0.77,-10,-1.63,0.74,0.65,22,33.073708,-111.98278,367.20001,32.7,24,15
606,977.85,0.78,-9.98,-1.67,0.74,0.65,22,33.073704,-111.98278,367.20001,32.57,24,15
608,977.86,0.79,-10.01,-1.64,0.74,0.65,22,33.073704,-111.98278,367.20001,32.89,24,15
611,977.69,0.78,-9.99,-1.61,0.74,0.65,22,33.073704,-111.98278,367.20001,33.8,24,15
613,977.93,0.79,-9.99,-1.62,0.74,0.65,22,33.073704,-111.98278,367.20001,33.6,24,15
615,977.75,0.78,-10,-1.64,0.74,0.65,22,33.0737,-111.98278,367.20001,33.53,24,15
618,977.73,0.8,-10.01,-1.63,0.73,0.65,22,33.073696,-111.98278,367.20001,33.4,23,15
620,977.75,0.79,-9.99,-1.62,0.74,0.65,22,33.073696,-111.98278,367.20001,32.6,24,15
623,977.81,0.79,-9.96,-1.65,0.74,0.65,22,33.073696,-111.98278,367.20001,32.35,24,15
625,977.8,0.8,-9.98,-1.63,0.74,0.65,22,33.073689,-111.98278,367.20001,32.6,24,15
628,977.73,0.79,-9.98,-1.64,0.74,0.65,22,33.073689,-111.98278,367.20001,32.75,24,15
630,977.83,0.8,-9.99,-1.62,0.74,0.65,22,33.073689,-111.98278,367.20001,33.23,24,15
633,977.78,0.78,-10,-1.64,0.75,0.65,22,33.073689,-111.98278,367.10001,33.65,25,15
635,977.86,0.79,-10,-1.63,0.75,0.65,22,33.073689,-111.98278,367.10001,32.75,25,15
638,977.85,0.79,-10,-1.63,0.75,0.65,22,33.073685,-111.98278,367.10001,32.75,25,15
640,977.93,0.79,-10.02,-1.64,0.74,0.65,22,33.073685,-111.98278,367.10001,31.96,24,15
